GPS Week,GPS TOW [s],Pos Mode,INS Mode,Hdg Mode,SVs Tracked,SVs Used,UTC Date,UTC Time,Lat [deg],Lon [deg],Alt Ellips [m],SOG [m/s],COG [deg],Hdg [deg],Vert Vel [m/s],Roll [deg],Pitch [deg],Yaw [deg],PDOP,HDOP,EHPE [m],EVPE [m],Baseline 2D [m],Baseline 3D [m],Corr. Age [s],Delta TOW [ms],2D Delta Pos [m],3D Delta Pos [m]
,278902.400,1,1,,,15,,,-37.8622421673,144.7476483545,17.6256,5.44,92.932,,-0.14,-2.2,3.1,100.1,,,0.18,0.27,,,,0,1.807,1.815
2085,278902.500,1,0,,,15,2019-12-25,05:28:04.499,-37.8622341869,144.7476730010,17.4570,5.91,90.562,,0.01,,,,1.4,0.7,1.08,2.28,,,,100,2.339,2.345
,278902.500,1,1,,,15,,,-37.8622420982,144.7476551393,17.6106,5.21,92.762,,-0.21,-2.3,3.1,100.1,,,0.18,0.27,,,,0,1.798,1.804
2085,278902.600,1,0,,,15,2019-12-25,05:28:04.599,-37.8622342732,144.7476795355,17.4432,5.72,91.041,,-0.11,,,,1.4,0.7,1.08,2.28,,,,100,2.312,2.318
,278902.600,1,1,,31,15,,,-37.8622420418,144.7476616783,17.5892,4.97,92.782,,-0.26,-2.3,3.0,100.0,,,0.18,0.27,,,,0,1.790,1.796
2085,278902.700,1,0,,,15,2019-12-25,05:28:04.699,-37.8622343603,144.7476858051,17.4416,5.49,91.033,,0.01,,,,,,1.08,2.28,,,,100,2.284,2.289
,278902.700,1,1,,,15,,,-37.8622419771,144.7476679613,17.5670,4.76,92.690,,-0.25,-2.2,2.7,100.1,1.4,0.7,0.18,0.27,,,,0,1.781,1.785
2085,278902.800,1,0,,,15,2019-12-25,05:28:04.799,-37.8622344531,144.7476918811,17.4385,5.32,91.143,,-0.01,,,,,,1.08,2.28,,,,100,2.260,2.264
,278902.800,1,1,,,15,,,-37.8622419077,144.7476740189,17.5471,4.53,92.582,,-0.22,-2.1,2.5,100.1,1.4,0.7,0.18,0.27,,,,0,1.774,1.777
2085,278902.900,1,0,,,15,2019-12-25,05:28:04.899,-37.8622344846,144.7476975768,17.4334,4.98,90.667,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,2.227,2.230
,278902.900,1,1,,,15,,,-37.8622418097,144.7476797711,17.5298,4.31,92.265,,-0.19,-2.1,2.4,100.2,,,0.18,0.27,,,,0,1.763,1.765
2085,278903.000,1,0,,,15,2019-12-25,05:28:04.999,-37.8622345403,144.7477029776,17.4247,4.73,90.897,,-0.06,,,,1.4,0.7,1.08,2.28,,,,100,2.192,2.194
,278903.000,1,1,,,15,,,-37.8622417072,144.7476852542,17.5117,4.09,92.108,,-0.23,-2.1,2.5,100.2,,,0.18,0.27,,,,0,1.748,1.750
2085,278903.100,1,0,,,15,2019-12-25,05:28:05.099,-37.8622345811,144.7477081019,17.4185,4.49,90.779,,-0.05,,,,1.4,0.7,1.08,2.28,,,,100,2.157,2.159
,278903.100,1,1,,25,15,,,-37.8622415934,144.7476904754,17.4915,3.86,91.964,,-0.25,-2.1,2.5,100.2,,,0.18,0.27,,,,0,1.733,1.734
2085,278903.200,1,0,,,15,2019-12-25,05:28:05.199,-37.8622345604,144.7477129087,17.4149,4.20,90.095,,-0.01,,,,,,1.08,2.28,,,,100,2.119,2.120
,278903.200,1,1,,,15,,,-37.8622414682,144.7476953507,17.4702,3.64,91.832,,-0.26,-2.0,2.7,100.3,1.4,0.7,0.18,0.27,,,,0,1.722,1.723
2085,278903.300,1,0,,,15,2019-12-25,05:28:05.299,-37.8622346026,144.7477175225,17.4119,4.03,91.123,,-0.03,,,,1.4,0.7,1.08,2.28,,,,100,2.091,2.092
,278903.300,1,1,,,15,,,-37.8622413552,144.7476999843,17.4489,3.41,91.619,,-0.25,-1.9,2.8,100.3,,,0.18,0.27,,,,0,1.713,1.713
2085,278903.400,1,0,,,15,2019-12-25,05:28:05.399,-37.8622346455,144.7477218670,17.4130,3.81,91.460,,-0.02,,,,1.4,0.7,1.08,2.28,,,,100,2.061,2.061
,278903.400,1,1,,,15,,,-37.8622412399,144.7477043760,17.4279,3.18,91.483,,-0.26,-1.8,2.8,100.3,,,0.18,0.27,,,,0,1.702,1.702
2085,278903.500,1,0,,,15,2019-12-25,05:28:05.499,-37.8622347078,144.7477260129,17.4006,3.63,91.833,,-0.15,,,,1.4,0.7,1.08,2.28,,,,100,2.034,2.034
,278903.500,1,1,,,15,,,-37.8622411209,144.7477085259,17.4052,2.95,91.092,,-0.27,-1.8,2.7,100.4,,,0.18,0.27,,,,0,1.693,1.693
2085,278903.600,1,0,,,15,2019-12-25,05:28:05.599,-37.8622346612,144.7477298293,17.3944,3.34,89.931,,-0.07,,,,1.4,0.7,1.08,2.28,,,,100,2.003,2.003
,278903.600,1,1,,31,15,,,-37.8622409489,144.7477124007,17.3828,2.72,90.592,,-0.28,-1.8,2.6,100.4,,,0.18,0.27,,,,0,1.682,1.682
2085,278903.700,1,0,,,15,2019-12-25,05:28:05.699,-37.8622346092,144.7477333317,17.4097,3.07,89.925,,0.14,,,,,,1.08,2.28,,,,100,1.968,1.968
,278903.700,1,1,,,15,,,-37.8622407661,144.7477160000,17.3634,2.49,90.255,,-0.27,-1.8,2.6,100.4,1.4,0.7,0.18,0.27,,,,0,1.668,1.669
2085,278903.800,1,0,,,15,2019-12-25,05:28:05.799,-37.8622347146,144.7477366155,17.4091,2.89,93.396,,-0.02,,,,1.4,0.7,1.08,2.28,,,,100,1.931,1.931
,278903.800,1,1,,,15,,,-37.8622406395,144.7477193472,17.3429,2.26,90.000,,-0.27,-1.8,2.6,100.4,,,0.18,0.27,,,,0,1.653,1.654
2085,278903.900,1,0,,,15,2019-12-25,05:28:05.899,-37.8622346665,144.7477395860,17.4017,2.62,90.416,,-0.09,,,,,,1.08,2.28,,,,100,1.897,1.898
,278903.900,1,1,,,15,,,-37.8622404562,144.7477224213,17.3217,2.04,89.460,,-0.28,-1.7,2.6,100.5,1.4,0.7,0.18,0.27,,,,0,1.639,1.641
2085,278904.000,1,0,,,15,2019-12-25,05:28:05.999,-37.8622345790,144.7477422617,17.3986,2.35,89.659,,-0.04,,,,1.4,0.7,1.08,2.28,,,,100,1.860,1.862
,278904.000,1,1,,,15,,,-37.8622402519,144.7477252265,17.2991,1.82,88.691,,-0.31,-1.7,2.6,100.5,,,0.18,0.27,,,,0,1.623,1.626
2085,278904.100,1,0,,,15,2019-12-25,05:28:06.099,-37.8622344732,144.7477447212,17.4074,2.16,88.861,,0.05,,,,1.4,0.7,1.08,2.28,,,,100,1.828,1.831
,278904.100,1,1,,25,15,,,-37.8622400235,144.7477277914,17.2768,1.60,87.525,,-0.31,-1.7,2.5,100.5,,,0.18,0.27,,,,0,1.609,1.615
2085,278904.200,1,0,,,15,2019-12-25,05:28:06.199,-37.8622344056,144.7477468707,17.4179,1.90,89.879,,0.04,,,,,,1.08,2.28,,,,100,1.788,1.793
,278904.200,1,1,,,15,,,-37.8622398059,144.7477300934,17.2548,1.41,87.077,,-0.32,-1.7,2.5,100.6,1.4,0.7,0.18,0.27,,,,0,1.591,1.599
2085,278904.300,1,0,,,15,2019-12-25,05:28:06.299,-37.8622343721,144.7477488159,17.4144,1.70,89.899,,-0.07,,,,1.4,0.7,1.08,2.28,,,,100,1.751,1.758
,278904.300,1,1,,,15,,,-37.8622395895,144.7477321669,17.2312,1.21,85.890,,-0.31,-1.7,2.4,100.6,,,0.18,0.27,,,,0,1.572,1.583
2085,278904.400,1,0,,,15,2019-12-25,05:28:06.399,-37.8622343807,144.7477505446,17.4163,1.52,91.585,,-0.02,,,,1.4,0.7,1.08,2.28,,,,100,1.714,1.724
,278904.400,1,1,,,15,,,-37.8622393820,144.7477340144,17.2090,1.02,83.256,,-0.31,-1.7,2.4,100.6,,,0.18,0.27,,,,0,1.554,1.568
2085,278904.500,1,0,,,15,2019-12-25,05:28:06.499,-37.8622342804,144.7477520228,17.4290,1.31,88.025,,0.06,,,,1.4,0.7,1.08,2.28,,,,100,1.680,1.694
,278904.500,1,1,,,15,,,-37.8622391333,144.7477356275,17.1885,0.83,80.550,,-0.31,-1.7,2.4,100.6,,,0.18,0.27,,,,0,1.537,1.556
2085,278904.600,1,0,,,15,2019-12-25,05:28:06.599,-37.8622342388,144.7477532168,17.4298,1.07,92.364,,-0.09,,,,1.4,0.7,1.08,2.28,,,,100,1.637,1.655
,278904.600,1,1,,31,15,,,-37.8622389196,144.7477369911,17.1661,0.65,76.470,,-0.31,-1.7,2.4,100.7,,,0.18,0.27,,,,0,1.517,1.539
2085,278904.700,1,0,,,15,2019-12-25,05:28:06.699,-37.8622341682,144.7477541775,17.4479,0.87,92.050,,0.05,,,,,,1.08,2.28,,,,100,1.599,1.623
,278904.700,1,1,,,15,,,-37.8622386985,144.7477381326,17.1466,0.51,68.173,,-0.30,-1.7,2.5,100.7,1.4,0.7,0.18,0.27,,,,0,1.496,1.526
2085,278904.800,1,0,,,15,2019-12-25,05:28:06.799,-37.8622340624,144.7477549302,17.4562,0.70,90.823,,-0.04,,,,1.4,0.7,1.08,2.28,,,,100,1.562,1.593
,278904.800,1,1,,,15,,,-37.8622384654,144.7477390834,17.1260,0.43,56.529,,-0.31,-1.7,2.5,100.7,,,0.18,0.27,,,,0,1.475,1.511
2085,278904.900,1,0,,,15,2019-12-25,05:28:06.899,-37.8622339799,144.7477555585,17.4731,0.59,93.321,,0.03,,,,1.4,0.7,1.08,2.28,,,,100,1.530,1.569
,278904.900,1,1,,,15,,,-37.8622382411,144.7477398956,17.1067,0.38,39.946,,-0.31,-1.8,2.6,100.7,,,0.18,0.27,,,,0,1.454,1.500
2085,278905.000,1,0,,,15,2019-12-25,05:28:06.999,-37.8622338939,144.7477560741,17.4873,0.48,89.642,,0.02,,,,,,1.08,2.28,,,,100,1.500,1.548
,278905.000,1,1,,,15,,,-37.8622380078,144.7477405906,17.0877,0.35,14.373,,-0.31,-1.8,2.6,100.8,1.4,0.7,0.18,0.27,,,,0,1.434,1.489
2085,278905.100,1,0,,,15,2019-12-25,05:28:07.099,-37.8622338260,144.7477564594,17.4908,0.36,88.225,,-0.05,,,,1.4,0.7,1.08,2.28,,,,100,1.469,1.523
,278905.100,1,1,,25,15,,,-37.8622377764,144.7477411668,17.0679,0.36,345.222,,-0.32,-1.8,2.7,100.8,,,0.18,0.27,,,,0,1.413,1.474
2085,278905.200,1,0,,,15,2019-12-25,05:28:07.199,-37.8622338066,144.7477567831,17.4961,0.30,97.966,,-0.03,,,,,,1.08,2.28,,,,100,1.440,1.503
,278905.200,1,1,,,15,,,-37.8622375700,144.7477416536,17.0486,0.38,322.275,,-0.32,-1.8,2.7,100.8,1.4,0.7,0.18,0.27,,,,0,1.393,1.463
2085,278905.300,1,0,,,15,2019-12-25,05:28:07.299,-37.8622337623,144.7477570143,17.5055,0.21,91.937,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,1.413,1.485
,278905.300,1,1,,,15,,,-37.8622373553,144.7477420479,17.0297,0.41,308.873,,-0.32,-1.8,2.7,100.8,,,0.18,0.27,,,,0,1.373,1.453
2085,278905.400,1,0,,,15,2019-12-25,05:28:07.399,-37.8622336877,144.7477571203,17.5218,0.11,86.791,,0.02,,,,1.4,0.7,1.08,2.28,,,,100,1.385,1.469
,278905.400,1,1,,,15,,,-37.8622371423,144.7477423490,17.0114,0.44,301.744,,-0.32,-1.8,2.7,100.8,,,0.18,0.27,,,,0,1.352,1.446
2085,278905.500,1,0,,,15,2019-12-25,05:28:07.499,-37.8622335803,144.7477571584,17.5379,0.06,69.677,,0.01,,,,1.4,0.7,1.08,2.28,,,,100,1.359,1.457
,278905.500,1,1,,,15,,,-37.8622369414,144.7477426334,16.9940,0.47,296.198,,-0.32,-1.8,2.7,100.9,,,0.18,0.27,,,,0,1.329,1.436
2085,278905.600,1,0,,,15,2019-12-25,05:28:07.599,-37.8622335185,144.7477571450,17.5506,0.01,185.711,,0.00,,,,1.4,0.7,1.08,2.28,,,,100,1.330,1.441
,278905.600,1,1,,31,15,,,-37.8622367626,144.7477428463,16.9766,0.51,292.286,,-0.32,-1.8,2.7,100.9,,,0.18,0.27,,,,0,1.306,1.427
2085,278905.700,1,0,,,15,2019-12-25,05:28:07.699,-37.8622334553,144.7477570809,17.5599,0.06,267.039,,-0.03,,,,,,1.08,2.28,,,,100,1.303,1.427
,278905.700,1,1,,,15,,,-37.8622365876,144.7477430074,16.9594,0.49,291.915,,-0.31,-1.8,2.8,100.9,1.4,0.7,0.18,0.27,,,,0,1.284,1.417
2085,278905.800,1,0,,,15,2019-12-25,05:28:07.799,-37.8622334044,144.7477570629,17.5728,0.04,238.570,,0.03,,,,1.4,0.7,1.08,2.28,,,,100,1.284,1.423
,278905.800,1,1,,,15,,,-37.8622364257,144.7477432104,16.9449,0.45,292.580,,-0.30,-1.8,2.9,100.9,,,0.18,0.27,,,,0,1.262,1.409
2085,278905.900,1,0,,,15,2019-12-25,05:28:07.899,-37.8622333465,144.7477570734,17.5823,0.03,16.928,,0.02,,,,1.4,0.7,1.08,2.28,,,,100,1.264,1.416
,278905.900,1,1,,,15,,,-37.8622362537,144.7477434401,16.9301,0.44,291.972,,-0.31,-1.8,2.9,101.0,,,0.18,0.27,,,,0,1.240,1.401
2085,278906.000,1,0,,,15,2019-12-25,05:28:07.999,-37.8622333181,144.7477571111,17.5860,0.03,86.424,,-0.01,,,,,,1.08,2.28,,,,100,1.244,1.406
,278906.000,1,1,,,15,,,-37.8622360983,144.7477436782,16.9143,0.45,289.813,,-0.33,-1.8,2.9,101.0,1.4,0.7,0.18,0.27,,,,0,1.219,1.392
2085,278906.100,1,0,,,15,2019-12-25,05:28:08.099,-37.8622333005,144.7477570848,17.5911,0.04,214.592,,-0.02,,,,1.4,0.7,1.08,2.28,,,,100,1.217,1.393
,278906.100,1,1,,25,15,,,-37.8622359693,144.7477438784,16.8984,0.44,288.732,,-0.31,-1.8,2.9,101.0,,,0.18,0.27,,,,0,1.197,1.383
2085,278906.200,1,0,,,15,2019-12-25,05:28:08.199,-37.8622332617,144.7477570652,17.5960,0.02,296.565,,-0.01,,,,,,1.08,2.28,,,,100,1.196,1.385
,278906.200,1,1,,,15,,,-37.8622358273,144.7477440847,16.8840,0.42,287.354,,-0.31,-1.8,2.9,101.0,1.4,0.7,0.18,0.27,,,,0,1.175,1.374
2085,278906.300,1,0,,,15,2019-12-25,05:28:08.299,-37.8622332361,144.7477570806,17.6078,0.04,96.710,,0.03,,,,1.4,0.7,1.08,2.28,,,,100,1.177,1.381
,278906.300,1,1,,,15,,,-37.8622356973,144.7477443111,16.8706,0.41,286.176,,-0.31,-1.8,2.9,101.1,,,0.18,0.27,,,,0,1.154,1.369
2085,278906.400,1,0,,,15,2019-12-25,05:28:08.399,-37.8622332098,144.7477570865,17.6166,0.01,98.746,,0.00,,,,1.4,0.7,1.08,2.28,,,,100,1.155,1.375
,278906.400,1,1,,,15,,,-37.8622355762,144.7477445330,16.8567,0.41,284.711,,-0.31,-1.8,2.8,101.1,,,0.18,0.27,,,,0,1.133,1.364
2085,278906.500,1,0,,,15,2019-12-25,05:28:08.499,-37.8622331627,144.7477570622,17.6259,0.02,317.490,,-0.02,,,,1.4,0.7,1.08,2.28,,,,100,1.132,1.369
,278906.500,1,1,,,15,,,-37.8622354532,144.7477447377,16.8433,0.40,282.944,,-0.31,-1.8,2.8,101.1,,,0.18,0.27,,,,0,1.112,1.359
2085,278906.600,1,0,,,15,2019-12-25,05:28:08.599,-37.8622331364,144.7477570689,17.6359,0.01,80.538,,-0.00,,,,1.4,0.7,1.08,2.28,,,,100,1.113,1.366
,278906.600,1,1,,31,15,,,-37.8622353445,144.7477449519,16.8305,0.39,281.402,,-0.30,-1.7,2.8,101.2,,,0.18,0.27,,,,0,1.092,1.357
2085,278906.700,1,0,,,15,2019-12-25,05:28:08.699,-37.8622331282,144.7477570807,17.6440,0.01,153.435,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,1.093,1.362
,278906.700,1,1,,,15,,,-37.8622352426,144.7477451634,16.8180,0.39,278.373,,-0.31,-1.8,2.8,101.2,,,0.18,0.27,,,,0,1.072,1.354
2085,278906.800,1,0,,,15,2019-12-25,05:28:08.799,-37.8622331357,144.7477571094,17.6554,0.02,104.036,,0.02,,,,1.4,0.7,1.08,2.28,,,,100,1.075,1.362
,278906.800,1,1,,,15,,,-37.8622351504,144.7477453771,16.8061,0.38,276.904,,-0.30,-1.7,2.8,101.2,,,0.18,0.27,,,,0,1.054,1.354
2085,278906.900,1,0,,,15,2019-12-25,05:28:08.899,-37.8622331523,144.7477571265,17.6617,0.03,90.000,,-0.03,,,,1.4,0.7,1.08,2.28,,,,100,1.055,1.358
,278906.900,1,1,,,15,,,-37.8622350647,144.7477455877,16.7942,0.37,274.010,,-0.30,-1.8,2.8,101.2,,,0.18,0.27,,,,0,1.035,1.350
2085,278907.000,1,0,,,15,2019-12-25,05:28:08.999,-37.8622331591,144.7477571280,17.6746,0.02,279.462,,0.02,,,,,,1.08,2.28,,,,100,1.035,1.359
,278907.000,1,1,,,15,,,-37.8622349868,144.7477457920,16.7831,0.36,271.668,,-0.30,-1.7,2.8,101.3,1.4,0.7,0.18,0.27,,,,0,1.016,1.351
2085,278907.100,1,0,,,15,2019-12-25,05:28:09.099,-37.8622331498,144.7477571371,17.6881,0.03,339.444,,0.02,,,,1.4,0.7,1.08,2.28,,,,100,1.017,1.361
,278907.100,1,1,,25,15,,,-37.8622349088,144.7477459959,16.7725,0.36,269.712,,-0.30,-1.7,2.8,101.3,,,0.18,0.27,,,,0,0.997,1.354
2085,278907.200,1,0,,,15,2019-12-25,05:28:09.199,-37.8622331612,144.7477571517,17.6963,0.04,170.218,,-0.03,,,,,,1.08,2.28,,,,100,0.998,1.360
,278907.200,1,1,,,15,,,-37.8622348568,144.7477462022,16.7616,0.36,265.486,,-0.30,-1.7,2.8,101.3,1.4,0.7,0.18,0.27,,,,0,0.980,1.354
2085,278907.300,1,0,,,15,2019-12-25,05:28:09.299,-37.8622331492,144.7477571786,17.7045,0.01,71.565,,-0.00,,,,1.4,0.7,1.08,2.28,,,,100,0.982,1.362
,278907.300,1,1,,,15,,,-37.8622347981,144.7477464134,16.7513,0.35,262.836,,-0.29,-1.7,2.8,101.4,,,0.18,0.27,,,,0,0.963,1.355
2085,278907.400,1,0,,,15,2019-12-25,05:28:09.399,-37.8622331304,144.7477571707,17.7157,0.03,315.000,,0.02,,,,1.4,0.7,1.08,2.28,,,,100,0.962,1.362
,278907.400,1,1,,,15,,,-37.8622347418,144.7477466104,16.7418,0.35,258.128,,-0.30,-1.8,2.8,101.4,,,0.18,0.27,,,,0,0.944,1.357
2085,278907.500,1,0,,,15,2019-12-25,05:28:09.499,-37.8622331480,144.7477571893,17.7250,0.03,154.654,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.945,1.364
,278907.500,1,1,,,15,,,-37.8622347069,144.7477468156,16.7321,0.34,256.363,,-0.29,-1.7,2.8,101.4,,,0.18,0.27,,,,0,0.927,1.358
2085,278907.600,1,0,,,15,2019-12-25,05:28:09.599,-37.8622331408,144.7477572010,17.7346,0.01,12.995,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.928,1.366
,278907.600,1,1,,31,15,,,-37.8622346621,144.7477470171,16.7230,0.34,251.988,,-0.29,-1.7,2.8,101.4,,,0.18,0.27,,,,0,0.910,1.361
2085,278907.700,1,0,,,15,2019-12-25,05:28:09.699,-37.8622331562,144.7477572012,17.7464,0.02,296.565,,0.02,,,,1.4,0.7,1.08,2.28,,,,100,0.910,1.369
,278907.700,1,1,,,15,,,-37.8622346290,144.7477472116,16.7145,0.34,247.564,,-0.29,-1.7,2.8,101.5,,,0.18,0.27,,,,0,0.892,1.364
2085,278907.800,1,0,,,15,2019-12-25,05:28:09.799,-37.8622331874,144.7477572094,17.7538,0.02,180.000,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.892,1.370
,278907.800,1,1,,,15,,,-37.8622346110,144.7477474069,16.7059,0.33,244.359,,-0.29,-1.7,2.8,101.5,,,0.18,0.27,,,,0,0.875,1.365
2085,278907.900,1,0,,,15,2019-12-25,05:28:09.899,-37.8622332246,144.7477572363,17.7635,0.02,126.254,,-0.02,,,,1.4,0.7,1.08,2.28,,,,100,0.877,1.374
,278907.900,1,1,,,15,,,-37.8622345961,144.7477476092,16.6979,0.33,239.096,,-0.29,-1.7,2.8,101.5,,,0.18,0.27,,,,0,0.859,1.369
2085,278908.000,1,0,,,15,2019-12-25,05:28:09.999,-37.8622332260,144.7477572358,17.7719,0.01,329.744,,0.00,,,,,,1.08,2.28,,,,100,0.859,1.375
,278908.000,1,1,,,15,,,-37.8622345796,144.7477477972,16.6902,0.33,236.991,,-0.28,-1.7,2.8,101.5,1.4,0.7,0.18,0.27,,,,0,0.842,1.371
2085,278908.100,1,0,,,15,2019-12-25,05:28:10.099,-37.8622332238,144.7477572368,17.7813,0.01,172.875,,0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.842,1.378
,278908.100,1,1,,25,15,,,-37.8622345750,144.7477479879,16.6831,0.33,232.095,,-0.28,-1.7,2.8,101.6,,,0.18,0.27,,,,0,0.826,1.374
2085,278908.200,1,0,,,15,2019-12-25,05:28:10.199,-37.8622332144,144.7477572510,17.7891,0.01,303.690,,0.01,,,,,,1.08,2.28,,,,100,0.827,1.381
,278908.200,1,1,,,15,,,-37.8622345716,144.7477481738,16.6761,0.33,228.166,,-0.28,-1.7,2.8,101.6,1.4,0.7,0.18,0.27,,,,0,0.811,1.377
2085,278908.300,1,0,,,15,2019-12-25,05:28:10.299,-37.8622332033,144.7477572805,17.7943,0.01,105.255,,-0.01,,,,,,1.08,2.28,,,,100,0.814,1.383
,278908.300,1,1,,,15,,,-37.8622345756,144.7477483665,16.6692,0.33,225.000,,-0.28,-1.7,2.8,101.6,1.4,0.7,0.18,0.27,,,,0,0.797,1.379
2085,278908.400,1,0,,,15,2019-12-25,05:28:10.399,-37.8622331942,144.7477572913,17.8032,0.01,188.130,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.798,1.387
,278908.400,1,1,,,15,,,-37.8622345847,144.7477485500,16.6628,0.33,220.781,,-0.28,-1.7,2.8,101.6,,,0.18,0.27,,,,0,0.783,1.383
2085,278908.500,1,0,,,15,2019-12-25,05:28:10.499,-37.8622331835,144.7477573074,17.8110,0.02,0.000,,0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.784,1.391
,278908.500,1,1,,,15,,,-37.8622345914,144.7477487323,16.6569,0.32,218.454,,-0.27,-1.7,2.8,101.7,,,0.18,0.27,,,,0,0.769,1.387
2085,278908.600,1,0,,,15,2019-12-25,05:28:10.599,-37.8622331860,144.7477573282,17.8171,0.01,164.055,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.771,1.393
,278908.600,1,1,,31,15,,,-37.8622346102,144.7477489135,16.6511,0.33,215.279,,-0.28,-1.7,2.8,101.7,,,0.18,0.27,,,,0,0.755,1.389
2085,278908.700,1,0,,,15,2019-12-25,05:28:10.699,-37.8622331659,144.7477573234,17.8244,0.00,153.435,,0.00,,,,1.4,0.7,1.08,2.28,,,,100,0.756,1.396
,278908.700,1,1,,,15,,,-37.8622346303,144.7477490910,16.6456,0.33,212.400,,-0.27,-1.7,2.8,101.7,,,0.18,0.27,,,,0,0.741,1.392
2085,278908.800,1,0,,,15,2019-12-25,05:28:10.799,-37.8622331587,144.7477573277,17.8305,0.02,141.340,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.741,1.398
,278908.800,1,1,,,15,,,-37.8622346586,144.7477492700,16.6403,0.33,210.082,,-0.27,-1.7,2.8,101.7,,,0.18,0.27,,,,0,0.727,1.395
2085,278908.900,1,0,,,15,2019-12-25,05:28:10.899,-37.8622331536,144.7477573303,17.8376,0.02,156.038,,0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.727,1.401
,278908.900,1,1,,,15,,,-37.8622346903,144.7477494487,16.6355,0.34,207.084,,-0.27,-1.7,2.8,101.8,,,0.18,0.27,,,,0,0.713,1.398
2085,278909.000,1,0,,,15,2019-12-25,05:28:10.999,-37.8622331197,144.7477573235,17.8431,0.02,352.875,,-0.00,,,,,,1.08,2.28,,,,100,0.713,1.402
,278909.000,1,1,,,15,,,-37.8622347114,144.7477496182,16.6307,0.33,205.662,,-0.27,-1.7,2.8,101.8,1.4,0.7,0.18,0.27,,,,0,0.699,1.400
2085,278909.100,1,0,,,15,2019-12-25,05:28:11.099,-37.8622330987,144.7477573112,17.8475,0.02,344.055,,0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.699,1.403
,278909.100,1,1,,25,15,,,-37.8622347327,144.7477497822,16.6264,0.34,203.598,,-0.27,-1.7,2.8,101.8,,,0.18,0.27,,,,0,0.685,1.400
2085,278909.200,1,0,,,15,2019-12-25,05:28:11.199,-37.8622330954,144.7477573052,17.8513,0.01,156.038,,-0.00,,,,1.4,0.7,1.08,2.28,,,,100,0.685,1.403
,278909.200,1,1,,,15,,,-37.8622347699,144.7477499489,16.6222,0.34,201.251,,-0.26,-1.7,2.8,101.8,,,0.18,0.27,,,,0,0.672,1.401
2085,278909.300,1,0,,,15,2019-12-25,05:28:11.299,-37.8622331073,144.7477573052,17.8534,0.01,145.008,,0.00,,,,1.4,0.7,1.08,2.28,,,,100,0.672,1.403
,278909.300,1,1,,,15,,,-37.8622348131,144.7477501144,16.6182,0.34,200.120,,-0.26,-1.7,2.8,101.8,,,0.18,0.27,,,,0,0.659,1.400
2085,278909.400,1,0,,,15,2019-12-25,05:28:11.399,-37.8622331183,144.7477573024,17.8516,0.02,164.745,,-0.02,,,,,,1.08,2.28,,,,100,0.659,1.398
,278909.400,1,1,,,15,,,-37.8622348577,144.7477502743,16.6142,0.34,198.113,,-0.26,-1.7,2.8,101.9,1.4,0.7,0.18,0.27,,,,0,0.647,1.396
2085,278909.500,1,0,,,15,2019-12-25,05:28:11.499,-37.8622330925,144.7477572873,17.8543,0.04,343.301,,0.02,,,,1.4,0.7,1.08,2.28,,,,100,0.646,1.398
,278909.500,1,1,,,15,,,-37.8622348886,144.7477504232,16.6109,0.34,196.844,,-0.26,-1.7,2.8,101.9,,,0.18,0.27,,,,0,0.635,1.396
2085,278909.600,1,0,,,15,2019-12-25,05:28:11.599,-37.8622330999,144.7477572774,17.8533,0.02,318.013,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.634,1.395
,278909.600,1,1,,31,15,,,-37.8622349331,144.7477505698,16.6070,0.35,195.811,,-0.26,-1.7,2.8,101.9,,,0.18,0.27,,,,0,0.623,1.393
2085,278909.700,1,0,,,15,2019-12-25,05:28:11.699,-37.8622331396,144.7477573083,17.8543,0.03,139.764,,0.01,,,,,,1.08,2.28,,,,100,0.624,1.395
,278909.700,1,1,,,15,,,-37.8622349918,144.7477507326,16.6040,0.36,194.093,,-0.26,-1.7,2.8,101.9,1.4,0.7,0.18,0.27,,,,0,0.613,1.392
2085,278909.800,1,0,,,15,2019-12-25,05:28:11.799,-37.8622331508,144.7477573171,17.8551,0.02,135.000,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.613,1.393
,278909.800,1,1,,,15,,,-37.8622350491,144.7477508827,16.6005,0.36,192.926,,-0.26,-1.7,2.8,101.9,,,0.18,0.27,,,,0,0.603,1.392
2085,278909.900,1,0,,,15,2019-12-25,05:28:11.899,-37.8622331721,144.7477573165,17.8558,0.01,270.000,,0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.602,1.392
